,Pk,Player,College,WS/48,draft_class,College_Games_Played,College_Games_Started,College_Field_Goals_Made_Per_Game,College_Field_Goals_Attempted_Per_Game,College_FG%,College_2PT_Field_Goals_Made_Per_Game,College_2PT_Field_Goals_Attempted_Per_Game,College_2PT_FG%,College_3PT_Field_Goals_Made_Per_Game,College_3PT_Field_Goals_Attempted_Per_Game,College_3PT_FG%,College_Free_Throws_Made_Per_Game,College_Free_Throws_Attempted_Per_Game,College_FT%,Total_Rebounds_pergame,Assists_pergame,Steals_pergame,Blocks_pergame,Turnovers_pergame,Fouls_pergame,Points_pergame,Team_strength_of_schedule
268,46,Dee Brown,Illinois,0.008,2006.0,108,29.0,5.4,11.3,0.482,4.6,9.1,0.51,0.8,2.2,0.366,2.3,3.0,0.763,5.3,3.1,1.9,0.3,2.3,2.2,13.9,1.43
269,47,Paul Millsap,Louisiana Tech,0.15,2006.0,92,91.0,7.2,12.4,0.577,7.1,12.2,0.58,0.1,0.2,0.375,4.2,6.8,0.62,12.7,0.9,1.3,2.0,2.4,3.1,18.6,2.11
270,49,Leon Powe,California,0.174,2006.0,54,53.0,5.9,12.0,0.492,5.9,11.9,0.495,0.1,0.2,0.3,5.9,8.8,0.672,9.8,1.1,0.8,0.6,2.2,2.4,17.8,7.74
271,50,Ryan Hollins,UCLA,0.081,2006.0,113,61.0,2.0,3.5,0.575,2.0,3.5,0.574,0.0,0.0,1.0,1.7,2.9,0.591,4.0,0.4,0.2,0.9,1.4,2.4,5.7,7.98
272,52,Guillermo Díaz,Miami (FL),0.033,2006.0,93,81.0,5.5,12.4,0.448,3.7,7.5,0.493,1.9,4.9,0.38,2.9,3.9,0.74,3.4,2.6,1.3,0.3,2.1,1.8,15.9,6.01
273,54,Hassan Adams,Arizona,0.072,2006.0,130,100.0,5.8,11.6,0.499,5.2,9.7,0.535,0.6,1.9,0.311,1.9,2.7,0.704,5.4,2.0,1.8,0.7,2.0,2.0,14.0,8.42
274,60,Will Blalock,Iowa State,-0.032,2006.0,93,92.0,4.2,10.0,0.421,3.2,7.1,0.445,1.1,2.9,0.365,2.1,2.9,0.719,3.1,5.0,1.9,0.1,2.5,1.6,11.6,7.92
275,1,Greg Oden,Ohio State,0.174,2007.0,32,31.0,5.9,9.6,0.616,5.9,9.6,0.616,0.0,0.0,,3.8,6.1,0.628,9.6,0.7,0.6,3.3,2.0,2.7,15.7,9.03
276,2,Kevin Durant,Texas,0.215,2007.0,35,35.0,8.7,18.5,0.473,6.4,12.7,0.505,2.3,5.8,0.404,6.0,7.3,0.816,11.1,1.3,1.9,1.9,2.8,2.0,25.8,6.12
277,3,Al Horford,Florida,0.157,2007.0,109,98.0,3.9,6.6,0.586,3.9,6.6,0.589,0.0,0.0,0.0,2.5,4.1,0.619,7.9,1.7,0.9,1.7,1.6,2.5,10.3,6.65
278,4,Mike Conley,Ohio State,0.136,2007.0,39,39.0,4.1,7.9,0.518,3.6,6.2,0.579,0.5,1.8,0.304,2.6,3.7,0.694,3.4,6.1,2.2,0.3,2.2,1.5,11.3,9.03
279,5,Jeff Green,Georgetown,0.079,2007.0,102,102.0,4.8,9.7,0.488,3.9,7.3,0.531,0.9,2.4,0.359,2.7,3.9,0.7,6.5,3.1,0.9,1.2,2.5,2.5,13.1,7.65
280,7,Corey Brewer,Florida,0.058,2007.0,108,104.0,4.0,8.2,0.48,3.0,5.7,0.536,0.9,2.6,0.356,2.5,3.6,0.708,4.3,2.8,1.6,0.4,2.3,2.2,11.3,6.65
281,8,Brandan Wright,UNC,0.181,2007.0,37,37.0,6.2,9.5,0.646,6.2,9.5,0.646,0.0,0.0,,2.4,4.2,0.567,6.2,1.0,1.0,1.8,1.6,1.5,14.7,9.3
282,9,Joakim Noah,Florida,0.159,2007.0,108,78.0,3.8,6.2,0.616,3.8,6.2,0.617,0.0,0.0,0.5,2.9,4.2,0.684,6.4,1.7,0.9,1.7,1.8,2.0,10.5,6.65
283,10,Spencer Hawes,Washington,0.07,2007.0,31,24.0,6.2,11.7,0.532,6.2,11.6,0.533,0.0,0.1,0.333,2.4,3.2,0.755,6.4,1.9,0.5,1.7,2.5,2.3,14.9,6.5
284,11,Acie Law,Texas A&M,0.032,2007.0,122,106.0,5.0,10.6,0.466,4.0,8.0,0.502,0.9,2.6,0.357,2.8,3.7,0.76,3.1,4.5,1.3,0.0,2.5,2.6,13.7,4.53
285,12,Thaddeus Young,Georgia Tech,0.104,2007.0,31,31.0,5.7,11.9,0.478,4.5,8.9,0.498,1.3,3.0,0.419,1.7,2.3,0.743,4.9,2.0,1.3,0.4,2.2,2.0,14.4,9.36
286,13,Julian Wright,Kansas,0.061,2007.0,71,52.0,4.4,8.0,0.555,4.4,7.7,0.565,0.0,0.2,0.188,1.5,2.5,0.591,6.3,2.0,1.2,1.3,2.2,2.1,10.4,7.23
287,14,Al Thornton,Florida State,0.035,2007.0,124,69.0,4.4,8.3,0.528,3.9,7.2,0.543,0.5,1.2,0.438,3.0,4.2,0.701,5.2,0.7,0.8,0.6,1.7,2.3,12.3,7.69
288,15,Rodney Stuckey,Eastern Washington,0.077,2007.0,59,59.0,8.1,17.1,0.472,6.4,11.9,0.54,1.7,5.2,0.317,6.5,8.1,0.806,4.7,4.8,2.3,0.3,3.5,2.4,24.4,-1.48
289,16,Nick Young,USC,0.054,2007.0,96,90.0,5.8,11.9,0.484,4.8,9.2,0.518,1.0,2.7,0.368,3.0,3.9,0.764,5.1,1.4,0.8,0.3,2.1,2.5,15.5,6.91
290,17,Sean Williams,Boston College,0.073,2007.0,69,15.0,2.0,3.5,0.577,2.0,3.5,0.577,0.0,0.0,,1.5,2.4,0.605,4.2,0.6,0.6,2.8,1.2,2.7,5.5,7.24
291,19,Javaris Crittenton,Georgia Tech,0.002,2007.0,32,31.0,4.9,11.0,0.45,3.8,7.8,0.488,1.1,3.2,0.356,3.4,4.3,0.783,3.7,5.8,2.0,0.1,3.9,2.1,14.4,9.36
292,20,Jason Smith,Colorado State,0.067,2007.0,87,70.0,5.2,9.6,0.548,5.1,9.3,0.556,0.1,0.3,0.308,4.1,5.5,0.751,7.9,2.0,0.5,1.7,3.1,3.3,14.7,3.95
293,21,Daequan Cook,Ohio State,0.039,2007.0,39,1.0,3.6,8.1,0.445,2.2,4.8,0.465,1.4,3.3,0.415,1.2,1.7,0.697,4.3,1.0,0.7,0.3,1.4,1.7,9.8,9.03
294,22,Jared Dudley,Boston College,0.103,2007.0,130,130.0,5.3,10.5,0.504,4.4,8.0,0.548,0.9,2.5,0.365,4.4,6.0,0.731,7.2,3.0,1.4,0.3,2.1,1.9,15.9,7.22
295,23,Wilson Chandler,DePaul,0.069,2007.0,59,52.0,5.1,11.4,0.445,4.3,8.8,0.487,0.8,2.6,0.303,2.0,3.0,0.659,7.1,1.2,0.7,1.5,1.8,2.9,12.9,8.64
296,25,Morris Almond,Rice University,0.005,2007.0,121,56.0,5.2,10.5,0.492,3.9,7.6,0.514,1.3,2.9,0.435,3.5,4.2,0.824,3.5,1.0,0.7,0.5,2.2,1.7,15.1,2.25
297,26,Aaron Brooks,Oregon,0.069,2007.0,115,110.0,4.3,10.1,0.43,2.6,5.4,0.479,1.8,4.8,0.374,2.7,3.2,0.834,3.5,4.1,1.1,0.1,2.6,2.3,13.1,6.68
298,27,Arron Afflalo,UCLA,0.077,2007.0,104,103.0,5.0,10.9,0.457,3.0,5.5,0.539,2.0,5.4,0.373,2.8,3.6,0.781,3.5,1.9,0.6,0.2,2.0,2.1,14.8,8.4
299,29,Alando Tucker,Wisconsin,0.045,2007.0,134,126.0,6.0,12.4,0.48,5.2,10.0,0.522,0.8,2.5,0.307,3.9,6.1,0.636,5.7,1.6,0.8,0.2,1.7,1.6,16.5,7.56
300,31,Carl Landry,Purdue,0.149,2007.0,64,63.0,6.3,10.5,0.602,6.1,9.8,0.628,0.2,0.7,0.233,5.6,7.9,0.714,7.1,1.2,1.0,0.8,2.9,3.0,18.4,8.86
301,32,Gabe Pruitt,USC,0.043,2007.0,80,70.0,4.5,10.2,0.438,2.2,4.5,0.496,2.2,5.7,0.393,2.6,3.3,0.778,3.1,3.5,2.0,0.2,2.4,2.3,13.8,6.91
302,34,Nick Fazekas,Nevada,0.148,2007.0,131,119.0,6.9,12.9,0.532,6.0,10.3,0.579,0.9,2.6,0.341,4.2,5.1,0.815,9.6,1.3,0.7,1.5,1.7,2.0,18.8,3.05
303,35,Glen Davis,LSU,0.082,2007.0,95,92.0,6.0,12.0,0.496,5.7,11.1,0.51,0.3,0.9,0.31,4.5,6.5,0.694,9.6,1.5,1.1,1.2,2.4,2.6,16.7,7.99
304,36,Jermareo Davidson,Alabama,0.0,2007.0,126,121.0,3.8,8.1,0.467,3.7,7.9,0.471,0.0,0.2,0.211,2.5,3.5,0.717,7.3,1.0,0.5,1.8,1.5,2.1,10.1,7.83
305,37,Josh McRoberts,Duke,0.107,2007.0,69,63.0,4.0,7.5,0.54,3.9,7.0,0.559,0.1,0.5,0.278,2.5,3.8,0.664,6.5,2.4,1.2,1.9,1.9,2.8,10.8,9.63
306,42,Derrick Byars,Vanderbilt,0.147,2007.0,64,64.0,5.3,11.3,0.467,3.0,5.7,0.531,2.2,5.5,0.4,2.1,2.9,0.713,4.3,3.3,1.2,0.2,2.4,2.4,14.8,
307,43,Adam Haluska,Iowa,,2007.0,98,98.0,5.0,11.6,0.43,2.8,5.7,0.499,2.2,5.9,0.364,3.9,4.6,0.846,4.4,2.1,1.2,0.2,1.7,1.9,16.1,
308,44,Reyshawn Terry,UNC,,2007.0,126,66.0,2.5,5.1,0.485,1.7,3.2,0.526,0.8,2.0,0.419,1.5,2.1,0.75,3.5,0.9,0.6,0.5,1.4,1.7,7.3,9.94
309,45,Jared Jordan,Marist College,,2007.0,117,108.0,4.7,10.5,0.446,3.3,6.4,0.521,1.3,4.0,0.326,2.5,3.6,0.702,4.8,6.9,1.4,0.1,2.8,1.8,13.1,-3.38
310,46,Stéphane Lasme,UMass,0.041,2007.0,118,90.0,3.2,5.4,0.595,3.2,5.4,0.595,0.0,0.0,,2.2,3.5,0.622,6.4,0.9,0.7,3.4,1.8,3.1,8.6,1.93
311,47,Dominic McGuire,Fresno State,0.037,2007.0,32,32.0,4.8,10.2,0.471,4.2,8.1,0.516,0.6,2.1,0.299,3.3,5.7,0.586,9.8,3.3,0.9,3.6,3.7,2.8,13.5,
312,49,Aaron Gray,Pitt,0.077,2007.0,113,68.0,3.8,7.0,0.55,3.8,7.0,0.55,0.0,0.0,,2.1,3.6,0.595,7.0,1.3,0.4,1.2,1.6,2.1,9.8,6.94
313,51,JamesOn Curry,Oklahoma State,,2007.0,101,83.0,4.7,10.7,0.437,2.7,5.9,0.464,2.0,4.8,0.404,2.2,2.9,0.758,2.9,3.5,1.0,0.2,2.8,2.0,13.5,7.56
314,52,Taurean Green,Florida,-0.066,2007.0,111,79.0,2.9,7.1,0.401,1.2,2.8,0.419,1.7,4.3,0.389,3.2,3.7,0.857,2.2,3.6,1.1,0.1,2.5,1.6,10.6,6.65
315,53,Demetris Nichols,Syracuse,-0.203,2007.0,123,93.0,3.8,9.0,0.423,2.2,4.4,0.493,1.7,4.7,0.358,1.6,2.1,0.752,4.1,1.1,1.0,0.8,1.5,2.0,10.9,7.27
316,55,Herbert Hill,Providence,,2007.0,99,63.0,4.1,6.7,0.614,4.1,6.7,0.615,0.0,0.0,0.0,1.4,2.5,0.566,5.2,0.9,0.8,1.9,1.6,2.2,9.7,7.86
317,56,Ramon Sessions,Nevada,0.086,2007.0,97,94.0,3.2,7.6,0.417,2.9,6.7,0.43,0.3,0.8,0.313,2.2,3.0,0.74,4.2,4.9,1.2,0.1,2.6,1.3,8.8,2.12
318,57,Sammy Mejia,DePaul,,2007.0,123,117.0,4.5,9.8,0.457,3.6,7.0,0.51,0.9,2.9,0.328,2.2,3.4,0.659,4.8,3.2,1.0,0.2,2.2,2.0,12.1,7.07
319,1,Derrick Rose,Memphis,0.098,2008.0,40,39.0,5.2,10.9,0.477,4.3,8.3,0.521,0.9,2.6,0.337,3.7,5.1,0.712,4.5,4.7,1.2,0.4,2.7,1.7,14.9,5.76
320,2,Michael Beasley,Kansas State,0.054,2008.0,33,33.0,9.3,17.5,0.532,8.2,14.6,0.562,1.1,2.9,0.379,6.5,8.5,0.774,12.4,1.2,1.3,1.6,2.9,2.6,26.2,7.79
321,4,Russell Westbrook,UCLA,0.139,2008.0,75,35.0,3.1,6.6,0.464,2.6,5.3,0.491,0.5,1.3,0.354,1.7,2.4,0.685,2.4,2.5,1.0,0.1,1.6,1.7,8.3,8.77
322,5,Kevin Love,UCLA,0.166,2008.0,39,38.0,5.8,10.4,0.559,5.1,8.3,0.611,0.7,2.1,0.354,5.1,6.6,0.767,10.6,1.9,0.7,1.4,2.0,1.9,17.5,7.71
323,7,Eric Gordon,Indiana,0.071,2008.0,32,32.0,5.8,13.3,0.433,3.6,6.8,0.525,2.2,6.5,0.337,7.2,8.7,0.834,3.3,2.4,1.3,0.6,3.6,2.2,20.9,6.08
324,8,Joe Alexander,West Virginia,0.03,2008.0,82,70.0,4.5,10.0,0.447,3.9,7.9,0.488,0.6,2.1,0.295,2.5,3.3,0.765,4.8,2.0,0.6,1.2,1.8,2.2,12.1,7.04
325,10,Brook Lopez,Stanford,0.133,2008.0,53,43.0,6.1,12.7,0.48,6.1,12.3,0.491,0.1,0.4,0.143,3.7,4.9,0.764,7.1,1.1,0.5,1.9,2.1,2.6,16.0,8.01
326,12,Jason Thompson,Rider University,0.077,2008.0,122,112.0,6.2,11.8,0.526,6.0,11.0,0.544,0.2,0.8,0.291,4.0,6.0,0.667,9.6,2.0,0.9,1.9,2.6,3.0,16.7,-3.38
327,13,Brandon Rush,Kansas,0.051,2008.0,109,101.0,4.9,10.9,0.449,3.0,6.6,0.458,1.9,4.3,0.435,1.8,2.5,0.733,5.5,2.0,0.7,0.8,2.1,1.5,13.6,7.56
328,14,Anthony Randolph,LSU,0.072,2008.0,31,31.0,5.9,12.7,0.464,5.8,12.1,0.483,0.1,0.6,0.105,3.7,5.4,0.693,8.5,1.2,1.1,2.3,3.0,2.7,15.6,5.66
329,15,Robin Lopez,Stanford,0.114,2008.0,67,61.0,3.5,6.9,0.511,3.5,6.9,0.511,0.0,0.0,0.5,1.9,3.1,0.612,5.6,0.8,0.3,2.3,1.6,2.5,9.0,8.01
330,16,Marreese Speights,Florida,0.116,2008.0,69,36.0,4.0,6.2,0.633,4.0,6.2,0.633,0.0,0.0,,1.6,2.3,0.688,5.4,0.5,0.3,0.9,1.1,1.7,9.5,6.16
331,17,Roy Hibbert,Georgetown,0.105,2008.0,136,121.0,4.2,7.0,0.603,4.2,7.0,0.602,0.0,0.0,1.0,2.4,3.5,0.68,5.9,1.3,0.4,1.9,1.5,2.5,10.9,7.54
332,18,JaVale McGee,Nevada,0.144,2008.0,66,31.0,3.5,6.5,0.542,3.3,5.9,0.563,0.2,0.7,0.356,1.4,2.7,0.514,4.8,0.3,0.5,1.8,1.6,2.0,8.7,0.49
333,21,Ryan Anderson,California,0.134,2008.0,66,66.0,6.3,13.1,0.484,4.5,8.5,0.532,1.8,4.7,0.396,4.2,5.0,0.841,9.0,1.0,0.5,0.5,1.8,2.5,18.7,8.56
334,22,Courtney Lee,Western Kentucky,0.086,2008.0,127,127.0,6.3,13.6,0.464,4.4,8.8,0.498,1.9,4.8,0.401,3.1,3.7,0.817,5.2,2.2,1.9,0.6,2.5,2.5,17.6,-1.08
335,23,Kosta Koufos,Ohio State,0.12,2008.0,37,35.0,6.0,11.8,0.508,5.4,10.1,0.535,0.6,1.7,0.349,1.8,2.7,0.68,6.7,0.5,0.4,1.8,1.5,2.2,14.4,7.97
336,26,George Hill,IUPUI,0.139,2008.0,95,87.0,5.6,10.7,0.529,4.7,8.3,0.565,0.9,2.3,0.404,4.8,6.1,0.785,5.8,3.3,1.6,0.3,2.5,2.8,17.0,-3.27
337,27,Darrell Arthur,Kansas,0.066,2008.0,78,46.0,4.7,8.7,0.541,4.7,8.5,0.552,0.0,0.2,0.118,1.8,2.7,0.676,5.5,0.6,0.7,1.4,1.6,2.8,11.3,7.53
338,28,Donté Greene,Syracuse,0.017,2008.0,35,35.0,6.2,14.9,0.418,3.7,7.4,0.492,2.6,7.5,0.345,2.7,3.8,0.707,7.2,2.0,1.3,1.6,2.6,2.9,17.7,7.96
339,32,Walter Sharpe,UAB,-0.131,2008.0,12,10.0,5.7,10.8,0.523,5.7,10.6,0.535,0.0,0.3,0.0,2.8,5.4,0.523,6.8,1.7,1.2,1.8,2.8,3.0,14.2,
340,33,Joey Dorsey,Memphis,0.092,2008.0,149,112.0,2.7,4.4,0.614,2.7,4.4,0.614,0.0,0.0,,1.3,3.1,0.42,8.1,0.5,1.1,1.8,1.3,3.1,6.7,4.83
341,34,Mario Chalmers,Kansas,0.09,2008.0,110,96.0,4.0,8.3,0.486,2.4,4.4,0.545,1.6,3.9,0.419,2.5,3.2,0.767,2.8,3.8,2.6,0.4,2.4,2.4,12.2,7.56
342,35,DeAndre Jordan,Texas A&M,0.172,2008.0,35,21.0,3.2,5.2,0.617,3.2,5.2,0.617,0.0,0.0,,1.5,3.4,0.437,6.0,0.4,0.2,1.3,1.6,1.9,7.9,7.46
343,38,Kyle Weaver,Washington State,0.051,2008.0,121,103.0,3.3,7.2,0.464,3.0,5.9,0.505,0.4,1.3,0.277,2.6,3.6,0.716,4.7,3.8,1.6,0.8,2.6,2.0,9.6,6.88
344,39,Sonny Weems,Arkansas,0.001,2008.0,69,66.0,5.2,11.0,0.473,3.8,7.3,0.527,1.3,3.7,0.366,1.6,2.1,0.767,4.6,2.3,1.3,0.3,2.7,2.0,13.3,7.74
345,40,Chris Douglas-Roberts,Memphis,0.059,2008.0,109,100.0,5.1,9.4,0.54,4.4,7.6,0.579,0.7,1.8,0.372,3.3,4.6,0.725,3.7,1.7,1.0,0.4,2.0,1.9,14.2,4.64
346,42,Sean Singletary,Virginia,0.006,2008.0,123,123.0,5.2,12.9,0.406,3.4,7.9,0.433,1.8,5.0,0.362,4.7,5.5,0.846,4.0,4.8,1.6,0.1,3.3,2.7,16.9,7.98
347,46,Trent Plaisted,Brigham Young University Hawaii,,2008.0,103,97.0,5.0,9.3,0.535,5.0,9.3,0.535,0.0,0.0,,3.4,6.1,0.547,6.7,1.2,0.4,1.0,2.1,2.9,13.3,3.79
348,48,Malik Hairston,Oregon,0.086,2008.0,117,115.0,5.2,10.4,0.504,4.0,7.2,0.551,1.2,3.1,0.395,2.4,3.7,0.643,5.1,2.1,0.6,0.6,2.0,2.5,14.1,6.87
349,49,Richard Hendrix,Alabama,,2008.0,95,86.0,5.5,9.3,0.59,5.5,9.2,0.596,0.0,0.1,0.231,2.9,4.9,0.594,8.9,1.4,0.9,1.6,1.9,2.8,14.0,6.67
350,50,DeVon Hardin,California,,2008.0,101,78.0,2.8,5.3,0.517,2.8,5.3,0.517,0.0,0.0,,1.9,3.1,0.609,6.4,0.4,0.4,1.3,1.1,2.7,7.4,7.98
351,51,Shan Foster,Vanderbilt,,2008.0,132,122.0,5.3,11.2,0.471,2.5,4.6,0.543,2.8,6.6,0.421,1.9,2.4,0.791,3.9,1.7,0.8,0.3,1.5,1.6,15.2,7.05
352,52,Darnell Jackson,Kansas,0.059,2008.0,125,39.0,2.5,4.3,0.58,2.5,4.2,0.583,0.0,0.0,0.333,1.8,2.6,0.685,4.9,0.5,0.5,0.4,1.0,1.8,6.8,8.38
353,54,Maarty Leunen,Oregon,,2008.0,127,91.0,3.3,6.5,0.503,2.3,3.9,0.573,1.0,2.6,0.397,2.3,3.0,0.775,7.1,1.8,1.0,0.4,1.3,2.0,9.9,6.87
354,55,Mike Taylor,Iowa State,-0.028,2008.0,31,30.0,5.3,14.2,0.376,2.8,7.3,0.391,2.5,6.9,0.36,2.8,4.2,0.682,4.1,4.5,1.1,0.1,5.4,2.9,16.0,5.19
355,56,Sasha Kaun,Kansas,0.096,2008.0,135,65.0,2.5,4.3,0.568,2.5,4.3,0.568,0.0,0.0,,1.2,2.4,0.512,3.9,0.3,0.4,1.1,0.8,2.3,6.1,8.38
356,57,James Gist,Maryland,,2008.0,130,89.0,4.1,8.1,0.506,3.9,7.4,0.523,0.2,0.7,0.33,2.4,3.4,0.696,6.0,1.1,0.9,1.8,1.8,2.5,10.9,7.37
357,58,Joe Crawford,Kentucky,0.037,2008.0,127,76.0,4.0,9.2,0.438,2.6,5.0,0.512,1.5,4.2,0.35,1.8,2.6,0.702,3.4,1.5,0.5,0.2,1.6,1.9,11.3,8.87
358,59,Deron Washington,Virginia Tech,,2008.0,128,125.0,3.9,8.4,0.467,3.6,7.1,0.498,0.4,1.3,0.294,2.8,4.5,0.616,5.4,1.5,1.2,0.9,1.7,3.1,11.0,6.31
359,1,Blake Griffin,Oklahoma,0.16,2009.0,68,63.0,7.1,11.5,0.618,7.1,11.4,0.622,0.0,0.1,0.3,4.5,7.7,0.589,11.8,2.1,1.1,1.0,2.8,2.5,18.8,7.37
360,2,Hasheem Thabeet,UConn,0.099,2009.0,100,99.0,3.6,5.9,0.611,3.6,5.9,0.611,0.0,0.0,,3.1,5.0,0.625,8.5,0.4,0.4,4.2,1.8,2.6,10.3,7.14
361,3,James Harden,Arizona State,0.218,2009.0,69,68.0,6.0,11.9,0.506,4.6,8.0,0.57,1.5,3.9,0.376,5.4,7.2,0.755,5.4,3.7,1.9,0.4,3.0,2.5,19.0,7.05
362,4,Tyreke Evans,Memphis,0.075,2009.0,37,35.0,6.2,13.6,0.455,5.3,10.3,0.514,0.9,3.4,0.274,3.7,5.2,0.711,5.4,3.9,2.1,0.8,3.6,2.4,17.1,4.63
363,6,Jonny Flynn,Syracuse,-0.015,2009.0,73,73.0,5.6,12.2,0.46,4.2,8.1,0.525,1.4,4.2,0.333,4.0,5.1,0.782,2.7,6.0,1.5,0.2,3.1,1.5,16.6,8.72
364,7,Stephen Curry,Davidson,0.203,2009.0,104,103.0,8.4,17.9,0.467,4.4,8.3,0.53,4.0,9.7,0.412,4.6,5.3,0.876,4.5,3.7,2.1,0.3,3.0,2.4,25.3,-1.31
365,8,Jordan Hill,Arizona,0.102,2009.0,97,79.0,5.1,8.8,0.578,5.1,8.8,0.578,0.0,0.0,,2.3,3.6,0.636,7.9,0.8,0.5,1.4,2.0,2.7,12.5,9.93
366,9,DeMar DeRozan,USC,0.125,2009.0,35,35.0,5.5,10.5,0.523,5.3,9.5,0.562,0.2,1.0,0.167,2.7,4.2,0.646,5.7,1.5,0.9,0.4,2.1,2.1,13.9,9.15
368,11,Terrence Williams,Louisville,-0.004,2009.0,140,127.0,4.1,10.3,0.4,2.7,6.0,0.457,1.4,4.4,0.32,1.5,2.6,0.589,6.9,3.9,1.5,0.6,2.4,1.9,11.2,7.65
369,13,Tyler Hansbrough,UNC,0.134,2009.0,142,141.0,6.6,12.3,0.536,6.5,12.1,0.541,0.1,0.3,0.316,6.9,8.7,0.791,8.6,1.1,1.3,0.5,2.1,2.5,20.2,8.39
370,14,Earl Clark,Louisville,0.038,2009.0,104,63.0,4.0,8.6,0.467,3.5,6.8,0.512,0.5,1.8,0.298,2.0,3.2,0.64,7.0,1.7,0.9,1.2,2.1,1.7,10.6,8.03
371,15,Austin Daye,Gonzaga,0.053,2009.0,67,34.0,4.1,8.6,0.477,3.2,6.4,0.495,0.9,2.2,0.422,2.5,3.1,0.79,5.8,1.0,0.7,1.9,1.9,2.6,11.6,2.85
372,16,James Johnson,Wake Forest,0.085,2009.0,127,127.0,4.6,11.9,0.385,2.9,7.3,0.394,1.7,4.6,0.37,2.8,3.5,0.792,3.5,3.8,1.5,0.1,2.2,2.3,13.6,-7.53
373,17,Jrue Holiday,UCLA,0.101,2009.0,35,35.0,3.2,7.1,0.45,2.4,4.6,0.528,0.8,2.5,0.307,1.3,1.8,0.726,3.8,3.7,1.6,0.5,2.1,2.1,8.5,7.19
374,18,Ty Lawson,UNC,0.126,2009.0,105,95.0,4.4,8.5,0.517,3.3,5.9,0.568,1.1,2.6,0.403,3.2,4.1,0.78,2.9,5.8,1.8,0.1,2.1,2.0,13.1,8.59
375,20,Eric Maynor,VCU,0.041,2009.0,130,104.0,5.0,11.2,0.449,3.9,8.3,0.477,1.1,3.0,0.37,3.9,4.9,0.791,3.4,5.2,1.3,0.2,2.4,2.0,15.0,-0.76
376,21,Darren Collison,UCLA,0.115,2009.0,142,104.0,4.0,8.3,0.475,2.8,5.7,0.494,1.2,2.7,0.435,2.5,2.9,0.851,2.3,4.1,1.6,0.1,2.4,1.4,11.5,8.25
377,26,Taj Gibson,USC,0.128,2009.0,105,104.0,4.8,8.2,0.58,4.8,8.2,0.58,0.0,0.0,,2.9,4.6,0.629,8.5,1.4,0.7,2.4,2.5,3.1,12.4,8.54
378,27,DeMarre Carroll,Missouri,0.104,2009.0,70,68.0,5.8,10.6,0.549,5.6,9.7,0.57,0.3,0.9,0.311,3.0,4.8,0.624,6.9,1.8,1.4,0.7,1.5,2.4,14.9,
379,28,Wayne Ellington,UNC,0.063,2009.0,115,112.0,5.4,11.6,0.463,3.4,6.6,0.513,2.0,5.0,0.397,2.0,2.5,0.809,4.1,2.2,0.9,0.1,1.5,1.5,14.7,8.59
380,29,Toney Douglas,Florida State,0.077,2009.0,99,95.0,5.7,12.6,0.448,3.9,7.9,0.491,1.8,4.8,0.376,3.6,4.5,0.806,3.3,2.9,1.9,0.3,2.6,2.2,16.7,
381,32,Jermaine Taylor,Central Florida,0.014,2009.0,122,60.0,5.8,12.5,0.466,3.8,7.0,0.536,2.1,5.5,0.376,2.5,3.3,0.764,3.9,1.4,0.9,0.4,2.2,1.7,16.2,0.56
382,33,Dante Cunningham,Villanova,0.08,2009.0,139,104.0,3.7,7.1,0.524,3.7,7.0,0.525,0.0,0.0,0.333,2.2,3.2,0.693,5.9,1.0,1.2,0.8,1.8,2.8,9.6,8.7
383,35,DaJuan Summers,Georgetown,-0.008,2009.0,101,98.0,3.6,8.3,0.439,2.2,4.2,0.522,1.4,4.1,0.353,2.5,3.4,0.727,4.4,1.3,1.0,0.6,2.2,2.4,11.2,8.56
384,36,Sam Young,Pitt,0.063,2009.0,143,78.0,5.0,10.1,0.498,4.2,7.8,0.539,0.8,2.3,0.356,2.4,3.4,0.692,5.0,1.0,0.8,0.8,1.9,1.7,13.2,8.0
385,37,DeJuan Blair,Pitt,0.129,2009.0,72,71.0,5.5,9.6,0.568,5.5,9.6,0.568,0.0,0.0,,2.7,4.3,0.614,10.7,1.1,1.6,1.0,1.6,2.8,13.6,8.23
386,38,Jon Brockman,Washington,0.113,2009.0,131,129.0,5.5,10.3,0.534,5.5,10.3,0.534,0.0,0.0,0.0,2.8,4.6,0.612,9.8,1.0,0.8,0.1,2.1,2.8,13.8,7.16
387,40,Derrick Brown,Xavier,0.085,2009.0,106,72.0,3.7,6.5,0.573,3.2,5.3,0.61,0.5,1.2,0.415,2.4,3.3,0.718,5.6,1.5,0.7,0.8,1.6,2.5,10.3,4.5
388,41,Jodie Meeks,Kentucky,0.096,2009.0,81,42.0,4.8,10.9,0.436,2.6,5.2,0.491,2.2,5.7,0.386,3.7,4.1,0.89,3.0,1.6,1.1,0.1,1.8,1.6,15.4,7.77
389,42,Patrick Beverley,Arkansas,0.111,2009.0,70,67.0,4.1,9.7,0.42,2.1,4.6,0.463,2.0,5.2,0.382,2.8,3.9,0.73,5.5,2.8,1.5,0.4,2.0,2.3,13.0,7.74
390,44,Chase Budinger,Arizona,0.083,2009.0,100,100.0,6.0,12.8,0.469,4.1,7.8,0.524,1.9,5.0,0.383,3.1,4.0,0.782,5.8,2.8,1.3,0.4,2.1,1.8,17.0,9.93
